epoch,loss,body_loss,endpoint1_loss,endpoint2_loss,crossing_loss,boundary_loss,val_score,val_iou,val_dice,body_iou,endpoint1_iou,endpoint2_iou,crossing_iou,endpoint1_f1,endpoint2_f1,crossing_f1,threshold_body,threshold_endpoint1,threshold_endpoint2,threshold_crossing,lr,seconds
27,1.7346075415611266,0.17314634919166566,0.318696092069149,0.3462691307067871,0.8903366386890411,0.03079676516354084,0.832980276920391,0.7420947565090755,0.8305260236175145,0.8845573115140708,0.8551101715586633,0.8641265953939622,0.36458494756960586,1.0,0.9782608695652174,0.76,0.7999999999999999,0.85,0.75,0.95,0.0008825989231440147,6.1004602909088135
28,1.7602053046226502,0.17175683826208116,0.34596995562314986,0.3269957020878792,0.9094811975955963,0.03000804390758276,0.837311462145703,0.7473685628584469,0.8358773219548744,0.8847189619666181,0.8597285067873304,0.8613190561925519,0.38370772648728707,1.0,0.9782608695652174,0.7676767676767676,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.95,0.0008741409644839228,4.7495808601379395
29,1.7479045867919922,0.16415502056479453,0.3347689285874367,0.324599514901638,0.9189570486545563,0.027120276913046838,0.8388307477708402,0.7542269224543919,0.8421386340813166,0.884797497864207,0.8655568734917584,0.8624651316722614,0.4040881867893412,1.0,0.9782608695652174,0.7524752475247526,0.85,0.7999999999999999,0.7999999999999999,0.95,0.0008654334417960204,4.277145147323608
30,1.6717727899551391,0.16716584712266921,0.3032438889145851,0.3477594882249832,0.8479257524013519,0.028389019332826136,0.8446420671217775,0.7578404138427277,0.8455540403373474,0.8866770076195867,0.8664876033057851,0.8616211587860336,0.4165758856595059,1.0,0.9782608695652174,0.7755102040816327,0.7999999999999999,0.85,0.7999999999999999,0.95,0.0008564823227814079,5.8857598304748535
31,1.6934334874153136,0.17523043900728225,0.3032877594232559,0.34336619079113007,0.8659416913986206,0.02803713846951723,0.8457301663524152,0.7577332887307688,0.8445809038462281,0.8856822740661764,0.8727956056663776,0.8644003777148253,0.40805489747569645,1.0,0.9782608695652174,0.7872340425531914,0.85,0.85,0.75,0.95,0.0008472937420899389,4.474555969238281
32,1.6098007917404176,0.17105633094906808,0.3024601340293884,0.3355809114873409,0.7951050341129303,0.02799186483025551,0.8463577456516712,0.7611362441839696,0.8476986457254359,0.887793589439058,0.8716933972089148,0.8660464233160867,0.4190115667718191,1.0,0.9782608695652174,0.7755102040816327,0.85,0.9,0.7999999999999999,0.95,0.00083787399711584,4.342133283615112
33,1.634059739112854,0.16159605830907822,0.30169239789247515,0.3162649869918823,0.8490345656871796,0.027358687296509743,0.8490660368812238,0.7659899868887201,0.8519169196873292,0.8884587606528962,0.8736124391967738,0.8688462269530508,0.43304252075215993,1.0,0.9782608695652174,0.7755102040816327,0.85,0.9,0.75,0.95,0.0008282295436817896,6.041930198669434
34,1.6729360818862915,0.16707304045557975,0.33496431112289426,0.3192301675677299,0.8465707778930665,0.02548884376883507,0.851095074812674,0.7655206485531336,0.8514792507492388,0.8885875959843167,0.875663254648005,0.8664420932770318,0.4313896503031813,1.0,0.9782608695652174,0.7916666666666667,0.85,0.9,0.7,0.95,0.00081836699161442,4.581114053726196
35,1.5903769969940185,0.1566080220043659,0.3158612042665482,0.29839120209217074,0.8140829861164093,0.027167920023202896,0.8508137886967677,0.7638442545284498,0.8501831665401208,0.8884634880234678,0.8722201438250821,0.8666476299257567,0.4280457563394928,1.0,0.9782608695652174,0.7956989247311829,0.85,0.9,0.75,0.95,0.0008082931002142727,4.268002271652222
36,1.6883164048194885,0.16490652561187744,0.33119555115699767,0.310769134759903,0.8760181844234467,0.0271349648013711,0.8396291762688247,0.7537255149024795,0.8402701964092567,0.886708599896063,0.8729040497672311,0.8651658654990243,0.3901235444476001,1.0,0.9782608695652174,0.7608695652173912,0.85,0.85,0.75,0.95,0.0007980147736233115,5.72600531578064
37,1.5955900073051452,0.16545603126287461,0.3077874734997749,0.3160546883940697,0.8009460687637329,0.026728973537683488,0.8468658481985226,0.7617340747103672,0.8477733567970988,0.8871611577238582,0.874854190968172,0.8684460486322189,0.4164749015172199,1.0,0.9782608695652174,0.7789473684210526,0.85,0.85,0.75,0.95,0.0007875390560931677,4.564831018447876
38,1.6410740256309508,0.15754989981651307,0.29140613675117494,0.30075809806585313,0.885921710729599,0.02719085104763508,0.848399368386575,0.7664257150629188,0.8522410497090986,0.8874704183764303,0.874675705079923,0.8697886921758995,0.4337680446194226,1.0,0.9782608695652174,0.7708333333333333,0.85,0.85,0.75,0.95,0.000776873127157363,4.253963470458984
39,1.5918651938438415,0.16478787809610368,0.3133373036980629,0.3169311448931694,0.7917239844799042,0.025424317829310893,0.8508529218656462,0.769579366096593,0.8550596272412915,0.8879417819141225,0.8758781227917031,0.8704038004750594,0.44409375920548755,1.0,0.9782608695652174,0.7755102040816327,0.85,0.85,0.75,0.95,0.0007660242967108146,5.477375030517578
40,1.584924614429474,0.16323953568935395,0.28042892217636106,0.3324920952320099,0.8036884069442749,0.025378072075545786,0.8532831853365936,0.773639729621972,0.8585514068516,0.8893428385322429,0.876786676057505,0.871937058628371,0.4564923452697693,1.0,0.9782608695652174,0.7755102040816327,0.85,0.85,0.75,0.95,0.0007549999999999996,5.0333287715911865
41,1.6410584211349488,0.1667129412293434,0.2920989617705345,0.3453820362687111,0.831680291891098,0.025920761935412883,0.8525211628897835,0.774473150180902,0.8590626843169686,0.8891275371977457,0.877082041744162,0.8748045301615884,0.45687849162011174,1.0,0.9782608695652174,0.7676767676767676,0.85,0.85,0.75,0.95,0.0007438077925272078,4.280523300170898
42,1.6102833509445191,0.17588550597429276,0.28640317916870117,0.3306907430291176,0.8121306657791137,0.025866151414811613,0.8499364126214923,0.7681991210375714,0.852883763466193,0.8886791504877016,0.8794895244429665,0.8744449692961739,0.4301828399234434,1.0,0.9782608695652174,0.7755102040816327,0.7999999999999999,0.85,0.75,0.95,0.0007324553448723775,5.956213474273682
43,1.5574498057365418,0.15630418732762336,0.2860605761408806,0.3078073114156723,0.8022666990756988,0.025055153854191305,0.8557952524508832,0.776378222466003,0.8604238058436834,0.8900332894746302,0.8800698864345439,0.8755056393661067,0.459904074588731,1.0,0.9782608695652174,0.7835051546391752,0.7999999999999999,0.85,0.7999999999999999,0.95,0.0007209504374360643,4.713486909866333
44,1.5402990937232972,0.16618885844945908,0.27786354571580885,0.30579721704125407,0.7853931963443757,0.025281196646392345,0.8535219496753562,0.774531286791359,0.8586243445692255,0.8896183117411259,0.8815866145009573,0.8750059589073748,0.4519142620159777,0.989010989010989,0.9782608695652174,0.7835051546391752,0.85,0.85,0.7999999999999999,0.95,0.0007093009551071418,4.125525951385498
45,1.5204910278320312,0.16820654943585395,0.30258308053016664,0.3153898999094963,0.7292778968811036,0.025167991407215595,0.8551788679126935,0.7752482385840708,0.8596242061427233,0.8898918343857,0.8807618571309495,0.8721180008592295,0.4582212619604039,0.989010989010989,0.9782608695652174,0.7916666666666667,0.85,0.85,0.85,0.95,0.0006975148818588936,4.992954730987549
46,1.53293274641037,0.15929123610258103,0.30207667499780655,0.3225876823067665,0.7443815350532532,0.02297794371843338,0.8561691845696061,0.7769069324425804,0.8610346231573011,0.8905327271603997,0.8798344273947402,0.8739690965968339,0.4632914786183476,0.989010989010989,0.9782608695652174,0.7916666666666667,0.85,0.85,0.7999999999999999,0.95,0.0006856002952771969,5.7497639656066895
47,1.5338681578636169,0.15718419402837752,0.287413215637207,0.3086920753121376,0.7760467171669007,0.02265962865203619,0.857970967200292,0.7802871071170252,0.8641813026647942,0.890539933519001,0.8805469235550031,0.8730294396961064,0.47703213169799,0.989010989010989,0.9782608695652174,0.7916666666666667,0.7999999999999999,0.7999999999999999,0.7999999999999999,0.95,0.0006735653610245474,4.60430121421814
48,1.5443083763122558,0.15779069811105728,0.2906049698591232,0.2911930978298187,0.8004767894744873,0.021214110031723975,0.8586829507163376,0.7817689338194104,0.8655478874230506,0.8902238486421912,0.8809612595815206,0.8727753387150073,0.4831152883389222,0.989010989010989,0.9782608695652174,0.7916666666666667,0.7999999999999999,0.7999999999999999,0.75,0.95,0.000661418327243724,6.292006492614746
49,1.5246135950088502,0.15845744758844377,0.28671498969197273,0.3020209640264511,0.773123824596405,0.021481670998036863,0.8579083591400145,0.7821814239526027,0.8657314259236295,0.8908427339084274,0.881634179793026,0.8737121967431041,0.48253658536585364,0.989010989010989,0.9782608695652174,0.7835051546391752,0.7999999999999999,0.7999999999999999,0.75,0.95,0.0006491675189049219,4.6939637660980225
50,1.5359370470046998,0.16184423193335534,0.26779242008924486,0.3217135533690453,0.7801793396472931,0.02203739657998085,0.8584260621081725,0.7832007616893396,0.8668238139138321,0.8905367817626241,0.8813959264778937,0.8722631181577954,0.4886072203590452,0.989010989010989,0.9782608695652174,0.7835051546391752,0.7999999999999999,0.7999999999999999,0.7,0.95,0.0006368213321002349,4.741791009902954
51,1.5117611646652223,0.14894865304231644,0.29291153997182845,0.2983869597315788,0.7671034097671509,0.02205320242792368,0.8588230518918603,0.7839600847087321,0.8674095541658114,0.890662104906058,0.8823626668871161,0.8723434467742699,0.49047212026748455,0.989010989010989,0.9782608695652174,0.7835051546391752,0.7999999999999999,0.7999999999999999,0.7,0.95,0.0006243882282893934,6.469496488571167
52,1.5462100386619568,0.15173050612211228,0.2930282860994339,0.30011649131774903,0.7969695806503296,0.021825815178453924,0.8610139526966347,0.7860710581953955,0.8691183415667555,0.8910304384452133,0.8825652300161779,0.8740086858006042,0.4966798785195861,0.989010989010989,0.9782608695652174,0.7916666666666667,0.7999999999999999,0.7999999999999999,0.7,0.95,0.0006118767285007016,4.5592780113220215
53,1.5439417362213135,0.15587220340967178,0.3116760849952698,0.31671679615974424,0.7555265963077545,0.020750360563397408,0.8583449901978972,0.7850650168292315,0.8681509905510614,0.8909536546715325,0.8826168224299066,0.8748465678406194,0.49184302237486743,0.989010989010989,0.9782608695652174,0.7755102040816327,0.7999999999999999,0.7999999999999999,0.7,0.95,0.000599295407491152,4.343583822250366
54,1.4493680953979493,0.15082332864403725,0.27012710049748423,0.2868505999445915,0.7373847305774689,0.020911532826721667,0.8605212089357889,0.7867614583363238,0.8696428365767417,0.8920765175609032,0.8824019669125307,0.8742264115014757,0.4983409373703857,0.989010989010989,0.9782608695652174,0.7835051546391752,0.7999999999999999,0.7999999999999999,0.75,0.95,0.0005866528878697128,5.6261982917785645
55,1.4699958443641663,0.1533126041293144,0.2790697731077671,0.3013623610138893,0.7320068836212158,0.021221073158085347,0.8591916173365596,0.7861577110091045,0.8690993926647641,0.8922217438027593,0.8813848845929506,0.8751653751653752,0.4958588404753331,0.989010989010989,0.9782608695652174,0.7755102040816327,0.7999999999999999,0.7999999999999999,0.7,0.95,0.0005739578341878249,4.535229921340942
56,1.4344148516654969,0.14875796735286712,0.2885113596916199,0.29033410027623174,0.7024977147579193,0.02156866192817688,0.8616315519047114,0.7885542699288546,0.8710658068711645,0.8931056705696638,0.8829124439275627,0.8747623574144486,0.5034366078037432,0.989010989010989,0.9782608695652174,0.7835051546391752,0.7999999999999999,0.7999999999999999,0.75,0.95,0.0005612189470011499,4.401301860809326
57,1.4684023976325988,0.1544860325753689,0.27479958459734916,0.2961851179599762,0.7385665893554687,0.0218253867700696,0.8660218212986385,0.7904279667051644,0.8728012278760123,0.8919835904380805,0.8833215811522668,0.8743880994249322,0.512018595805378,0.989010989010989,0.9782608695652174,0.8125,0.7999999999999999,0.7999999999999999,0.75,0.95,0.0005484449569066437,5.9318742752075195
58,1.5127560019493103,0.15818888768553735,0.29937188774347306,0.2976863354444504,0.7534390926361084,0.020348873175680637,0.8672952666343946,0.7911541223523296,0.8735722381396638,0.8912695874640231,0.882787225217752,0.8738506979181554,0.5167089788093882,0.989010989010989,0.9782608695652174,0.8210526315789473,0.85,0.7999999999999999,0.75,0.95,0.000535644618559042,4.4437079429626465
59,1.5058592438697815,0.15433053746819497,0.3118173763155937,0.2907775051891804,0.7448262661695481,0.020537837781012057,0.8684548195859054,0.7911393910078846,0.8735284254091047,0.8912091748056462,0.8826332288401254,0.8744827586206897,0.5162324017650767,1.0,0.9782608695652174,0.8210526315789473,0.85,0.85,0.75,0.95,0.0005228267046708575,4.199178695678711
60,1.451464831829071,0.1512503445148468,0.26988112926483154,0.30356730073690413,0.7225005805492402,0.021327405236661434,0.8675100720961219,0.7915825455553201,0.8738970553104326,0.891324832190348,0.8822991182831476,0.8749226301004618,0.5177836016473231,0.989010989010989,0.9782608695652174,0.8210526315789473,0.85,0.85,0.75,0.95,0.0005099999999999998,5.660272121429443
61,1.463439702987671,0.15197432562708854,0.2907147347927094,0.28776662051677704,0.7287569522857666,0.021135247498750686,0.866720546243493,0.7919931665762797,0.874202576619594,0.8916113987959221,0.8821182143154045,0.8754893535758618,0.5187536996179304,0.989010989010989,0.9782608695652174,0.8125,0.7999999999999999,0.85,0.75,0.95,0.000497173295329142,4.5451953411102295
62,1.4870579957962036,0.16015980616211892,0.2984383344650269,0.2964796394109726,0.7278358787298203,0.020721585117280485,0.8655842854740987,0.7897496793441496,0.8721011963652696,0.8916150072087188,0.8831498026179099,0.8763048763048763,0.5079290312450935,0.989010989010989,0.9782608695652174,0.8125,0.85,0.85,0.75,0.95,0.00048435538144095733,4.343823432922363
63,1.4271675586700439,0.14900338500738144,0.2677967369556427,0.28108007535338403,0.7252523243427277,0.020175160281360148,0.866201714017239,0.7907458960721863,0.8729154023166815,0.892220006320768,0.8834409498021245,0.8761637849135474,0.5111588432523051,0.989010989010989,0.9782608695652174,0.8125,0.85,0.85,0.75,0.95,0.0004715550430933558,5.835579872131348
64,1.4682746291160584,0.15291950330138207,0.28675044029951097,0.3006635792553425,0.7238288044929504,0.02056152541190386,0.866057298084559,0.7904533227384822,0.8725885571230341,0.8922832471762279,0.883451438099208,0.8769971860542758,0.5090814196242172,0.989010989010989,0.9782608695652174,0.8125,0.7999999999999999,0.85,0.75,0.95,0.0004587810529988496,4.447716951370239
65,1.4877562284469605,0.148547725379467,0.29483168870210646,0.3079357445240021,0.7324102431535721,0.020154091715812682,0.8688143762932059,0.7917854242962321,0.8737669558304977,0.89218906850981,0.8839203930385544,0.876452657649076,0.5145795779874881,0.989010989010989,0.9782608695652174,0.8297872340425531,0.7999999999999999,0.85,0.75,0.95,0.0004460421658121746,4.459671258926392
66,1.492708194255829,0.1515791416168213,0.29071274548769,0.29983329996466634,0.7464462786912918,0.020683618448674678,0.8709073251432442,0.7920399340666838,0.8741441900425183,0.8919596634060174,0.88261231281198,0.8759520182787509,0.5176357417699872,0.989010989010989,0.967032967032967,0.8571428571428571,0.7999999999999999,0.85,0.75,0.95,0.00043334711213028666,5.706987142562866
67,1.3872618138790132,0.14075476229190825,0.27069849520921707,0.28467247560620307,0.6870099902153015,0.020630636624991892,0.871115336554681,0.7922498909003598,0.8742653545132222,0.8924736987967852,0.882835945315105,0.8760098849919209,0.5176800344976283,0.989010989010989,0.967032967032967,0.8571428571428571,0.7999999999999999,0.85,0.75,0.95,0.00042070459250884764,4.3599512577056885
68,1.4077154040336608,0.14716505035758018,0.25955733358860017,0.27922849655151366,0.7175732374191284,0.02095650602132082,0.871208111131655,0.7923791711036121,0.8744071572923731,0.8926101777891369,0.8827284105131414,0.8755821689953427,0.5185959271168274,0.989010989010989,0.967032967032967,0.8571428571428571,0.7999999999999999,0.85,0.75,0.95,0.0004081232714992977,4.310696125030518
69,1.3705484867095947,0.14143468886613847,0.2576477721333504,0.28226725980639455,0.6850779950618744,0.02060385625809431,0.8701822715656639,0.7926168191250849,0.8745217271267053,0.8924540940398701,0.883695742730984,0.8759866856871137,0.5183307540423715,0.989010989010989,0.967032967032967,0.8478260869565216,0.85,0.85,0.75,0.95,0.0003956117717106062,6.263650894165039
70,1.4407943606376648,0.14358520284295082,0.27306140810251234,0.2807355672121048,0.7392885535955429,0.020618167333304883,0.8728225706909678,0.7928523917505651,0.8747093322033713,0.8932559564574848,0.8831970632404472,0.8758870314806877,0.5190695158236408,0.989010989010989,0.9782608695652174,0.8571428571428571,0.7999999999999999,0.85,0.75,0.95,0.0003831786678997647,4.726134777069092
71,1.3600076735019684,0.13905999734997748,0.26274605095386505,0.2801226004958153,0.6740431040525436,0.020179773308336736,0.8720562038480214,0.7938576130980867,0.8756186340969926,0.8933495290856729,0.8830816718111287,0.8753568030447193,0.5236424484508259,0.989010989010989,0.967032967032967,0.8571428571428571,0.7999999999999999,0.85,0.75,0.95,0.0003708324810950777,4.499755382537842
72,1.4414299130439758,0.15099308937788009,0.26572534441947937,0.29781065210700036,0.7228032231330872,0.020488040521740913,0.8723747455182856,0.7946119891782573,0.8763282232982462,0.8931894574359123,0.8825665360016505,0.8752020538176286,0.5274899094578379,0.989010989010989,0.967032967032967,0.8571428571428571,0.7999999999999999,0.7999999999999999,0.75,0.95,0.0003585816727562756,5.791798114776611
73,1.3763191103935242,0.14320531487464905,0.26249811351299285,0.2810038149356842,0.685653007030487,0.019794237241148947,0.8716536782223172,0.7950700775291154,0.8766955196218992,0.8938605544048556,0.8823456637387109,0.8750770982587655,0.5289969937141296,0.989010989010989,0.967032967032967,0.8478260869565216,0.7999999999999999,0.7999999999999999,0.75,0.95,0.0003464346389754521,4.310883522033691
74,1.4677039861679078,0.1500699296593666,0.2943441644310951,0.28611699417233466,0.7331063985824585,0.020332627929747105,0.8742955003719445,0.7959885967462857,0.8774923799119468,0.8940780283916796,0.8827925026835108,0.8742126450390717,0.5328712108708807,0.989010989010989,0.967032967032967,0.8666666666666666,0.7999999999999999,0.7999999999999999,0.75,0.95,0.0003343997047228027,4.279766082763672
75,1.4318514108657836,0.14183156341314315,0.2696596711874008,0.3037100285291672,0.7127587467432022,0.01945710238069296,0.8734207297399997,0.7965392131969982,0.8779422765488114,0.8939139661538128,0.8831566743954952,0.8742716376900848,0.5348145745485998,0.989010989010989,0.967032967032967,0.8571428571428571,0.7999999999999999,0.7999999999999999,0.75,0.95,0.00032248511814110585,6.269235134124756
